directory,label_directory,image,classes
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_613_JPG.rf.d99e6ccc743ef3376b400b0938381e3b.jpg,"[17, 15, 5, 15, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,207_jpg.rf.91909337a047cd766c68a0ec363d6edf.jpg,"[17, 17, 17, 13, 13, 19, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 17, 13, 13, 13, 13, 10, 13, 13, 13, 9, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-82-_jpg.rf.5dabb5fdf3e7a0c4de29a6429621a45d.jpg,"[13, 13, 13, 13, 4, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_660_jpg.rf.01fac01ccafa48de3d6e458a0543f951.jpg,"[10, 5, 5, 5, 11, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_35_jpg.rf.6248c8db73eb510af63bf64bc324c416.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-70_jpg.rf.ec4f76a69b424fd9eee689bc3d070553.jpg,"[10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--129-_jpg.rf.86ce84c70f29117d30ec6ee79b6b5d80.jpg,"[5, 5, 5, 5, 5, 15, 15, 19, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_470_jpg.rf.cfcb5fad37904a1965a11137ec8fe8b4.jpg,"[15, 5, 5, 5, 15, 9, 18, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,147_jpg.rf.530b8b682d735a1ecfa4708a5ca1b190.jpg,"[5, 2, 5, 2, 10, 2, 2, 2, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_624_jpg.rf.3da4a3694eccfd35e7b7f6e765ad7a97.jpg,[18]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_417_jpg.rf.e9fad1d16ffc5ae411aae039763015fd.jpg,"[18, 15, 5, 5, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-175_jpg.rf.459280bb48721a9b20d4179e2a6a6541.jpg,"[5, 5, 15, 15, 9, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,20_jpg.rf.b3d97258830dc456a424612e77b5d9dc.jpg,"[10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,157_jpg.rf.a3c5b154782cb98e02f623c2a3c72c14.jpg,"[10, 2, 10, 2, 2, 3, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_414_jpg.rf.1c55373b10ac9980b6a5692cb24486eb.jpg,"[18, 11, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_464_jpg.rf.f087216d61d3bcb0c57ebedcd0f62ef7.jpg,"[17, 19, 19, 10, 17, 5, 10, 5, 5, 9, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_743_jpg.rf.f97fb54254aa109b20d40ccae1ee5266.jpg,"[18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-393-_jpg.rf.b9ca36d3ffd22e24e7ea284d85fed57a.jpg,"[13, 17, 5, 17, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_04_jpg.rf.c237d478a1d73e2455677db2f684cde7.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-108-_jpg.rf.4f411066030a14b3f393250070e39346.jpg,"[13, 13, 13, 13, 13, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_46_jpg.rf.c47eadf2a617e74b59bf9d4db17763a1.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-155_jpg.rf.55d362fc0685c0b2a25a3ef65450c737.jpg,"[18, 5, 18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_295_jpg.rf.0f43904e6a71c64b2412e307815a4cbc.jpg,"[17, 17, 10, 15, 5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-373-_jpg.rf.9a528803b1ba4392a884fabd2dfdadf8.jpg,"[15, 10, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-220-_jpg.rf.d6314b6d8569846754a2dbd4e929b0e1.jpg,"[4, 11, 18, 18, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--248-_jpg.rf.f0ffaeb69a95155ba7ae533a14082f24.jpg,"[4, 5, 5, 17, 17, 17, 17, 9, 5, 17, 17, 11]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--146-_jpg.rf.c052a7f56ecdf878619262e09cd8e173.jpg,"[9, 5, 5, 5, 10, 10, 10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_298_jpg.rf.3ef9ddce05daf0eb0ef4f85adf1ad22f.jpg,"[5, 5, 5, 8, 5, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_274_jpg.rf.f8a6070445d0a43112737fe8b95c3c64.jpg,"[15, 10, 10, 11, 10, 15, 10, 5]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--373-_jpg.rf.e06c5bd5008d84d06f876a14dcceee8a.jpg,"[4, 4, 4, 4, 4, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-67_jpg.rf.4ca0871b4e377910cae4a094e5e8b72e.jpg,"[10, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_32_jpg.rf.fd7e63b9bb66afd568ebb8109b68c19d.jpg,"[4, 13, 17, 17, 17, 4, 4, 9, 15, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-355-_jpg.rf.c7acad15a30f9a47d64cd086bad5b6a4.jpg,"[4, 9, 10, 4, 4, 11, 11, 15, 17, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_761_jpg.rf.26fed9d6d944f8a9a6906fd22239cca6.jpg,"[17, 13, 13, 5, 17, 17, 17, 17, 17, 13, 10, 10, 13, 17, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--102-_jpg.rf.43fd3c4fcc89c67d93b7374979309093.jpg,"[5, 5, 5, 5, 5, 9, 9, 17, 3, 3, 3, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_152_jpg.rf.22434ee67199bed1832b9c412cf02eed.jpg,"[5, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_500_jpg.rf.79fd1ef3c6e72d350d3a40cc83726b6d.jpg,"[18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_644_jpg.rf.093c378bc86a6cb4e4dee0bbaf930378.jpg,"[11, 4, 4, 4, 4, 4, 4, 15, 10, 10, 17, 17, 13, 13, 5, 5, 11, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_303_jpg.rf.668afced2157947b2af91f2e3dd7ec4b.jpg,"[4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_30_jpg.rf.289448ea85998aab192bf57a76e1530c.jpg,"[4, 4, 4, 4, 4, 4, 4, 4, 5, 19, 5, 17, 10, 10, 17, 17, 17, 17, 17, 17, 17, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 15, 9, 17, 17, 5, 5, 17, 5, 5, 9, 4, 4, 19, 5, 5, 5, 19, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-302-_JPG.rf.b4706a438bd701bca2aee18e17ddc83f.jpg,"[5, 5, 3, 10, 17, 5, 5, 4, 4, 5, 4, 9]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--184-_jpg.rf.749f5c8ef2192f8d9a97924b81244984.jpg,"[5, 5, 5, 5, 5, 5, 5, 9, 19, 15, 15]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--287-_jpg.rf.29d5eb7c118471d4b1eea5d30d466914.jpg,"[5, 5, 5, 5, 5, 5, 10, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-162_jpg.rf.8ea7a3f02f9bbb0741e860a8967a71a1.jpg,"[18, 18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_125_jpg.rf.712636095a47ff3c223c155e408c1641.jpg,"[4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--545-_jpg.rf.2257919643cce062666c56f419724629.jpg,"[18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_598_JPG.rf.354a68d41a03ce6ef45806aafd10fee8.jpg,"[5, 10, 10, 15, 15, 3, 19, 5, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_619_jpg.rf.850980c8fc287fca834bd24bc66bbaa7.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_576_jpg.rf.1c540f1c3dc95eeed9aa686bec7ba7df.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-91_jpg.rf.9daa3da29c420e7339fb5e4e8c2956e7.jpg,"[10, 9, 5, 17, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-79_jpg.rf.589a6e1ca858dd710317d67117c84438.jpg,"[9, 2, 13, 2, 2, 2, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_104_jpg.rf.9fe2b25a2c398a2281e43f1c03bc7345.jpg,"[11, 13, 4, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_351_jpg.rf.dd0c7ef80c5b8956e417fedc3a474ce3.jpg,"[2, 2, 3, 3, 10, 10, 10, 10, 10, 5, 3, 13, 9, 17, 4, 10, 13, 3, 4, 5, 2, 13, 13, 13, 13, 13, 13, 3, 1, 10, 10, 10, 10, 10, 5, 5, 5, 5, 19, 0, 11, 19, 2, 4, 13, 11, 10, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--12-_jpg.rf.a11d3aa863feb9570cb0af3bf475d1c0.jpg,"[5, 5, 15, 5, 15, 19, 5, 19, 9, 5, 11, 11, 17, 11, 9, 9, 17, 5, 17, 17, 17, 19, 11, 5, 5, 15, 19, 17, 9, 7, 19, 9, 5, 5, 5, 9, 19, 5, 19, 4, 4, 4, 0, 5, 15, 9, 5, 19, 15, 5, 4, 19, 11, 11, 19, 9, 4, 5, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,123_jpg.rf.eccfce54dc05b542390492115b6dbc75.jpg,"[4, 10, 13, 13, 13, 13, 10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--477-_jpg.rf.651d551bb3771d3b3c9eab91637949ca.jpg,"[18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_852_jpg.rf.e31512de20f095f9fd1d2411de25656f.jpg,"[17, 17, 10, 5, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_468_jpg.rf.39e15cd4f0eeec31e060c04870bafaeb.jpg,"[5, 19, 13, 13, 9, 15, 5, 10, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-199-_jpg.rf.8f358d08d1359bfb447d41dcd20897ed.jpg,"[5, 5, 13, 17, 17, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_736_jpg.rf.2f3a624e2c4d003e4f0d39176f4f5f67.jpg,"[17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,68_jpg.rf.545f6cbb65441eda77d15c001778971a.jpg,"[3, 5, 5, 5, 5, 17, 17, 4, 4, 0]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_58_jpg.rf.4e854fe383d4a32ca6719085a21cde64.jpg,"[5, 11, 9, 11, 10, 5, 4, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_512_jpg.rf.b7830f2f241e0656f33955d4f504e402.jpg,"[10, 10, 10, 19, 9, 5, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-402-_jpg.rf.169410d33ed67a57bc27571fc9f1787f.jpg,"[10, 5, 19, 4, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-307-_JPG.rf.355beab7047fe629330d12563edefa2b.jpg,"[15, 3, 5, 5, 5, 11, 5, 5, 5, 4, 4, 17, 17, 10, 10, 9, 4, 5]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--319-_jpg.rf.58579edead71e574965e36e1761a2f03.jpg,"[15, 4, 4, 4, 18, 5, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,34_jpg.rf.79cc62c988e9eac41843ed1674fdd0c2.jpg,"[4, 13, 4, 2, 5, 7]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_294_jpg.rf.2052eb8e82ffa76b687cb79a945f7f01.jpg,"[5, 17, 17, 19, 17, 17, 17, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_649_jpg.rf.388dfbf7ba6fd35e69df7d859be9355e.jpg,"[5, 5, 17, 10, 10, 9, 17, 4, 4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_40_jpg.rf.a7440a2b72eea93717f367d5416dfa3e.jpg,"[4, 17, 3, 4, 4, 4, 5, 17, 0, 5, 4, 15, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--103-_jpg.rf.a0239da59a88b90fcd05f99ede37af7d.jpg,"[4, 4, 5, 5, 5, 5, 5, 5]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--186-_jpg.rf.dd7928d62c1a6c32d17dc2e4d087c73e.jpg,"[10, 10, 10, 10, 10, 4, 17, 5, 5, 9, 9, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--67-_jpg.rf.d8880e6b16e48a2e5effbd256a5b2249.jpg,"[5, 17, 5, 5, 5, 19, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-386-_jpg.rf.166e20b3fef307c66b8dc4ba4209f11b.jpg,"[4, 0, 5, 5, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_756_jpg.rf.5861cd07c5f3760f076ab71e03bf1626.jpg,"[20, 10, 10, 10, 10, 17, 13, 17, 15, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-165_jpg.rf.fb72535aef8aea2b1eba5fcba990bdd8.jpg,"[4, 4, 10, 10, 3, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_396_jpg.rf.e6a81f4f2289009e893e06dedd6f2eb7.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-253_jpg.rf.1fc01b7e1ae811997d4af798c5eb2719.jpg,[10]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_446_jpg.rf.97492f7d242ac346ed7a572d298b4d34.jpg,"[4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_443_jpg.rf.5b13e8a611bd33f8f66fb822082a4402.jpg,"[11, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--69-_jpg.rf.ed0d8e0f499c15319381b293cac1923d.jpg,"[5, 5, 5, 10, 10, 5, 9, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--117-_jpg.rf.4798a04d343e28f20a85fda06d53f01f.jpg,"[3, 9, 5, 5, 5, 5, 5, 10, 19, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_661_JPG.rf.3374d660fa8c2371ade8cde6c12116e8.jpg,"[5, 17, 15, 10, 17, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_422_jpg.rf.f809f11d915c8e1fe8c416470b7005e5.jpg,"[4, 4, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-262_jpg.rf.6a900c0eccf2d01d6ba2b4b21eccb665.jpg,"[5, 5, 5, 5, 10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--11-_jpg.rf.056b7cd2cc7f9c2972d2877560138962.jpg,"[11, 10, 5, 4, 9, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_366_jpg.rf.859758bf4718ae7a68366c34813d6969.jpg,"[5, 18, 18, 18, 18, 9, 13, 18, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--444-_jpg.rf.473c2456da0980fb2eae57a00de61f67.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_511_jpg.rf.38dc307dab71be08a5dcff964a5bcfde.jpg,"[10, 19, 9, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-45_jpg.rf.ea2a486b4b7cd56c2b6dc108b93e1e42.jpg,"[10, 10, 10, 15, 15, 10, 19, 13, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_241_jpg.rf.82a7514bff4dd2d992b28e4e949b493e.jpg,"[4, 4, 17, 17, 17, 17, 5, 5, 5, 17, 11, 15, 4, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-461-_jpg.rf.3089508e0e600c9657ed5d4a18d7f983.jpg,"[17, 5, 17, 4, 15, 10, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-449-_jpg.rf.6ba40e9f4a4061c2236cae2661d088bd.jpg,"[5, 17, 5, 5, 10, 3]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--189-_jpg.rf.e835226401ca969ce0281b1cf7553c7f.jpg,"[5, 5, 5, 5, 5, 5, 10, 10, 10, 10, 10, 17, 9, 9, 19, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-36-_jpg.rf.2e29492747e5afe28c592085ffd1d87e.jpg,"[13, 5, 4, 10, 5, 13, 13, 17, 4, 4, 13, 5, 13, 17, 13, 13, 4, 5, 13, 4, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--434-_jpg.rf.8de8243a4adbc1f684ae204ab440f719.jpg,"[4, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_438_jpg.rf.5b5389c1df7c5435b6441961dea4f24c.jpg,"[15, 15, 5, 15, 18, 5, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_819_jpg.rf.b33aea3462d3d1fb386daf71dd2d5eff.jpg,"[17, 9, 5, 15, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--472-_jpg.rf.a1106a4da4076e72f21826995dd20028.jpg,"[18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_816_jpg.rf.dbc2c3c9a29a93b2031e68d87575abe7.jpg,"[17, 11, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--465-_jpg.rf.24a5a3e6d3b4bd818f658c266474e2b0.jpg,"[18, 19, 17, 18, 18, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_106_jpg.rf.f25481f6d4b92658232c35886f13d24e.jpg,"[10, 4, 15, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-214-_jpg.rf.e4aab2350e4c09a35aae20f634692672.jpg,"[18, 18, 18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,166_jpg.rf.58ba149e319f7088d65e8dc2b9e30b0d.jpg,"[3, 2, 13, 13, 13, 2, 2, 10, 10, 2, 2, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-190_jpg.rf.192c10fae8bda2e506cfc34a38299a71.jpg,"[18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_714_jpg.rf.337e462dc0f971f12bf1084be19ace5d.jpg,"[4, 4, 4, 4, 11, 18, 18, 11, 2, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_517_jpg.rf.239a8f555065829bcb4965e062fa20df.jpg,"[17, 17, 9, 5, 10, 10, 10, 11, 13, 3, 4, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-221-_jpg.rf.622ca8e73c80897d153e50c0e4349132.jpg,"[18, 4, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-310_jpg.rf.f08e634a525677e86f50a686651f51f3.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--41-_jpg.rf.ad48e55b23131b2230b368fa5d9a5e15.jpg,"[5, 5, 17, 5, 17, 5, 20]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_412_jpg.rf.38dbd64bfdba6441bf2ff25e9f14d8ff.jpg,"[10, 10, 3, 10, 5, 18, 5, 10, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_292_jpg.rf.356fa443627d295339ca63728dcd2350.jpg,"[4, 4, 4, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_40_jpg.rf.2472d561cf7df62f42986af03fc7aaec.jpg,"[10, 4, 13, 13, 9, 4, 13, 11, 11, 10, 15, 5, 13]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--161-_jpg.rf.a3e2aebf52b518eb78e27058be40e76b.jpg,"[5, 10, 5, 9, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_844_jpg.rf.10cc2fe0acd6e280de9bbfde9c9403de.jpg,"[5, 5, 17, 4, 4, 4, 10, 17, 5]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--356-_jpg.rf.6f5afd81167f1364f1bc570f4cb56254.jpg,"[5, 5, 5, 5, 5, 5, 10, 10, 17, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_589_JPG.rf.daddd87842681f8fba5468f1e24514c4.jpg,"[17, 13, 7, 4, 4, 10, 10, 5, 4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_592_JPG.rf.51f8caba3e3db9cfda0ceb3587727373.jpg,"[10, 17, 5, 7, 18, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-128_jpg.rf.2cf6e56f6b08b5c1be9a8eac58e66520.jpg,"[9, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_98_jpg.rf.c1ece9d277cb74ba9e65e72f9ef5723d.jpg,"[20, 20, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_519_jpg.rf.f298728a5c7b1ea616e6dc352d33db25.jpg,"[17, 17, 13, 10, 10, 5, 9, 10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_644_JPG.rf.4c3ce49accdab2560682eda38c13c0cc.jpg,"[5, 5, 0, 19, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_249_jpg.rf.6e084926da0340947902b9c3c607663d.jpg,"[4, 5, 11, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_199_jpg.rf.0dc0fccc6734b968f94365840c575449.jpg,"[10, 15, 5, 17, 10, 17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_53_jpg.rf.09eed0131dd05f67daebf109f807a443.jpg,"[10, 10, 5, 11, 9, 5, 5, 5, 4, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_712_jpg.rf.b47fad4c9b7da4564c4d76aee38e7349.jpg,"[17, 17, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_485_jpg.rf.ae7e8ef984c087a7bef69d0e5c9ce38a.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_142_jpg.rf.26d554dd8efb396321a771ef55b5d583.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-430-_jpg.rf.64eeb3238e5fc5b55e08250bda3ade15.jpg,"[10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-122_jpg.rf.b1fa1f611d13ac800d246b5ca5ad34fa.jpg,"[5, 11, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_266_jpg.rf.3c71d8c432c63b7401bd23dbf5d4822a.jpg,"[5, 11, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-146_jpg.rf.7335f8c9adffd260673671dd1ec70be9.jpg,"[9, 11, 18, 18, 5, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-195-_jpg.rf.21f4780aa931f1af13aa4144a4b9f2a9.jpg,"[13, 15, 19, 5, 5, 17, 13, 13, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_421_jpg.rf.86befab8af3b1672d9418721c973d99d.jpg,"[5, 17, 15, 10, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_625_JPG.rf.68dc547c2c8368e2b1244d904192b195.jpg,"[13, 20, 4, 5, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_478_jpg.rf.dfed5e5c3720a0d52252ff062fe2baf1.jpg,"[5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_546_jpg.rf.aec5704569e0df19712c61e0f7fe3d95.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-109_jpg.rf.e2a6e8c452ee7f7d0413265a36f0c516.jpg,"[17, 18, 4, 4, 9, 13, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--496-_jpg.rf.7b68af90a0ae2741780592e895b2a45b.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,83_jpg.rf.ae0e2d9b3e4e6a2872e4e53341833d07.jpg,"[4, 18, 11, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_710_jpg.rf.09218c81278773d17bfcc1b50c6da868.jpg,"[4, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-66_jpg.rf.0c46057b09b28355b79fa231a90de237.jpg,"[10, 15]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--257-_jpg.rf.e2dc2132fb90a264b8ec5b7f31c10b29.jpg,"[5, 5, 5, 5, 5, 5, 5, 15, 15, 17, 4, 10, 17, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-348-_jpg.rf.db65b887fd9afbce82834018845a8e85.jpg,"[17, 11, 4, 9, 5, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_792_jpg.rf.c824d6135a203a6ac7d13898730d0d0c.jpg,[10]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_825_jpg.rf.a1d7f4c76ef5d3776aa265918c9efe3f.jpg,"[5, 5, 5, 9, 15, 13, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_86_jpg.rf.5d05c7d8c6bf37fae7bc3d7ad6d4efda.jpg,"[13, 20, 20, 11, 11, 20]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_296_jpg.rf.980d29e8c9cb8907642a2332eba6c5d3.jpg,"[5, 17, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--541-_jpg.rf.c3e9da261a12b540c2a2182b3a783358.jpg,"[18, 4, 10]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--336-_jpg.rf.369b9f15a1ef917f6573be7020074ec7.jpg,"[11, 17, 10, 4, 4]"
